Bil,Kod Projek & Nama Projek,Kod Pemaju & Nama Pemaju,No. Permit,No PT/Lot/Plot,No Unit,Harga Jualan (RM),Harga SPJB (RM),Status Jualan,Kuota Bumi,Scraped_Date,Scraped_Timestamp
1,30895-2 TAMAN CHENG SETIA,30895 KK FRONTIERS DEVELOPMENT SDN. BHD.,30895-2/12-2027/1042(N)-(L),HSD 90485,PT 9915,"RM 689,000.00",-,Belum Dijual,Ya,2026-01-22,2026-01-22 11:47:04
2,30895-2 TAMAN CHENG SETIA,30895 KK FRONTIERS DEVELOPMENT SDN. BHD.,30895-2/12-2027/1042(N)-(L),HSD 90484,PT 9914,"RM 538,000.00",-,Belum Dijual,Ya,2026-01-22,2026-01-22 11:47:04
3,30895-2 TAMAN CHENG SETIA,30895 KK FRONTIERS DEVELOPMENT SDN. BHD.,30895-2/12-2027/1042(N)-(L),HSD 90483,PT 9913,"RM 538,000.00",-,Belum Dijual,Ya,2026-01-22,2026-01-22 11:47:04
4,30895-2 TAMAN CHENG SETIA,30895 KK FRONTIERS DEVELOPMENT SDN. BHD.,30895-2/12-2027/1042(N)-(L),HSD 90482,PT 9912,"RM 538,000.00",-,Belum Dijual,Ya,2026-01-22,2026-01-22 11:47:04
5,30895-2 TAMAN CHENG SETIA,30895 KK FRONTIERS DEVELOPMENT SDN. BHD.,30895-2/12-2027/1042(N)-(L),HSD 90481,PT 9911,"RM 538,000.00",-,Belum Dijual,Ya,2026-01-22,2026-01-22 11:47:04
6,30895-2 TAMAN CHENG SETIA,30895 KK FRONTIERS DEVELOPMENT SDN. BHD.,30895-2/12-2027/1042(N)-(L),HSD 90480,PT 9910,"RM 538,000.00",-,Belum Dijual,Ya,2026-01-22,2026-01-22 11:47:04
7,30895-2 TAMAN CHENG SETIA,30895 KK FRONTIERS DEVELOPMENT SDN. BHD.,30895-2/12-2027/1042(N)-(L),HSD 90479,PT 9909,"RM 538,000.00",-,Belum Dijual,Ya,2026-01-22,2026-01-22 11:47:04
8,30895-2 TAMAN CHENG SETIA,30895 KK FRONTIERS DEVELOPMENT SDN. BHD.,30895-2/12-2027/1042(N)-(L),HSD 90478,PT 9908,"RM 538,000.00",-,Belum Dijual,Ya,2026-01-22,2026-01-22 11:47:04
9,30895-2 TAMAN CHENG SETIA,30895 KK FRONTIERS DEVELOPMENT SDN. BHD.,30895-2/12-2027/1042(N)-(L),HSD 90477,PT 9907,"RM 538,000.00",-,Belum Dijual,Tidak,2026-01-22,2026-01-22 11:47:04
10,30895-2 TAMAN CHENG SETIA,30895 KK FRONTIERS DEVELOPMENT SDN. BHD.,30895-2/12-2027/1042(N)-(L),HSD 90476,PT 9906,"RM 538,000.00",-,Belum Dijual,Tidak,2026-01-22,2026-01-22 11:47:04
11,30895-2 TAMAN CHENG SETIA,30895 KK FRONTIERS DEVELOPMENT SDN. BHD.,30895-2/12-2027/1042(N)-(L),HSD 90475,PT 9905,"RM 568,000.00",-,Belum Dijual,Tidak,2026-01-22,2026-01-22 11:47:04
12,30895-2 TAMAN CHENG SETIA,30895 KK FRONTIERS DEVELOPMENT SDN. BHD.,30895-2/12-2027/1042(N)-(L),HSD 90474,PT 9904,"RM 568,000.00",-,Belum Dijual,Tidak,2026-01-22,2026-01-22 11:47:04
13,30895-2 TAMAN CHENG SETIA,30895 KK FRONTIERS DEVELOPMENT SDN. BHD.,30895-2/12-2027/1042(N)-(L),HSD 90473,PT 9903,"RM 538,000.00",-,Belum Dijual,Tidak,2026-01-22,2026-01-22 11:47:04
14,30895-2 TAMAN CHENG SETIA,30895 KK FRONTIERS DEVELOPMENT SDN. BHD.,30895-2/12-2027/1042(N)-(L),HSD 90472,PT 9902,"RM 538,000.00","RM 538,000.00",Telah Dijual,Tidak,2026-01-22,2026-01-22 11:47:04
15,30895-2 TAMAN CHENG SETIA,30895 KK FRONTIERS DEVELOPMENT SDN. BHD.,30895-2/12-2027/1042(N)-(L),HSD 90471,PT 9901,"RM 538,000.00",-,Belum Dijual,Tidak,2026-01-22,2026-01-22 11:47:04
16,30895-2 TAMAN CHENG SETIA,30895 KK FRONTIERS DEVELOPMENT SDN. BHD.,30895-2/12-2027/1042(N)-(L),HSD 90470,PT 9900,"RM 766,000.00","RM 766,000.00",Telah Dijual,Tidak,2026-01-22,2026-01-22 11:47:04
17,30895-1 TAMAN CHENG SETIA,30895 KK FRONTIERS DEVELOPMENT SDN. BHD.,30895-1/10-2027/0836(A)-(L),HS(D)90524,PT9920,"RM 692,000.00",-,Belum Dijual,Ya,2026-01-22,2026-01-22 11:47:04
18,30895-1 TAMAN CHENG SETIA,30895 KK FRONTIERS DEVELOPMENT SDN. BHD.,30895-1/10-2027/0836(A)-(L),HS(D)90525,PT9921,"RM 542,000.00",-,Belum Dijual,Ya,2026-01-22,2026-01-22 11:47:04
19,30895-1 TAMAN CHENG SETIA,30895 KK FRONTIERS DEVELOPMENT SDN. BHD.,30895-1/10-2027/0836(A)-(L),HS(D)90527,PT9923,"RM 545,000.00",-,Belum Dijual,Ya,2026-01-22,2026-01-22 11:47:04
20,30895-1 TAMAN CHENG SETIA,30895 KK FRONTIERS DEVELOPMENT SDN. BHD.,30895-1/10-2027/0836(A)-(L),HS(D)90528,PT9924,"RM 547,000.00",-,Belum Dijual,Ya,2026-01-22,2026-01-22 11:47:04
21,30895-1 TAMAN CHENG SETIA,30895 KK FRONTIERS DEVELOPMENT SDN. BHD.,30895-1/10-2027/0836(A)-(L),HS(D)90529,PT9925,"RM 548,000.00",-,Belum Dijual,Ya,2026-01-22,2026-01-22 11:47:04
22,30895-1 TAMAN CHENG SETIA,30895 KK FRONTIERS DEVELOPMENT SDN. BHD.,30895-1/10-2027/0836(A)-(L),HS(D)90530,PT9926,"RM 550,000.00",-,Belum Dijual,Ya,2026-01-22,2026-01-22 11:47:04
23,30895-1 TAMAN CHENG SETIA,30895 KK FRONTIERS DEVELOPMENT SDN. BHD.,30895-1/10-2027/0836(A)-(L),HS(D)90531,PT9927,"RM 551,000.00",-,Belum Dijual,Ya,2026-01-22,2026-01-22 11:47:04
24,30895-1 TAMAN CHENG SETIA,30895 KK FRONTIERS DEVELOPMENT SDN. BHD.,30895-1/10-2027/0836(A)-(L),HS(D)90532,PT9928,"RM 552,000.00",-,Belum Dijual,Ya,2026-01-22,2026-01-22 11:47:04
25,30895-1 TAMAN CHENG SETIA,30895 KK FRONTIERS DEVELOPMENT SDN. BHD.,30895-1/10-2027/0836(A)-(L),HS(D)90533,PT9929,"RM 553,000.00",-,Belum Dijual,Ya,2026-01-22,2026-01-22 11:47:04
26,30895-1 TAMAN CHENG SETIA,30895 KK FRONTIERS DEVELOPMENT SDN. BHD.,30895-1/10-2027/0836(A)-(L),HS(D)90534,PT9930,"RM 551,000.00",-,Belum Dijual,Ya,2026-01-22,2026-01-22 11:47:04
27,30895-1 TAMAN CHENG SETIA,30895 KK FRONTIERS DEVELOPMENT SDN. BHD.,30895-1/10-2027/0836(A)-(L),HS(D)90535,PT9931,"RM 548,000.00",-,Belum Dijual,Ya,2026-01-22,2026-01-22 11:47:04
28,30895-1 TAMAN CHENG SETIA,30895 KK FRONTIERS DEVELOPMENT SDN. BHD.,30895-1/10-2027/0836(A)-(L),HS(D)90536,PT9932,"RM 545,000.00",-,Belum Dijual,Ya,2026-01-22,2026-01-22 11:47:04
29,30895-1 TAMAN CHENG SETIA,30895 KK FRONTIERS DEVELOPMENT SDN. BHD.,30895-1/10-2027/0836(A)-(L),HS(D)90537,PT9933,"RM 593,000.00",-,Belum Dijual,Ya,2026-01-22,2026-01-22 11:47:04
30,30895-1 TAMAN CHENG SETIA,30895 KK FRONTIERS DEVELOPMENT SDN. BHD.,30895-1/10-2027/0836(A)-(L),HS(D)90550,PT9963,"RM 719,000.00",-,Belum Dijual,Ya,2026-01-22,2026-01-22 11:47:04
31,30895-1 TAMAN CHENG SETIA,30895 KK FRONTIERS DEVELOPMENT SDN. BHD.,30895-1/10-2027/0836(A)-(L),HS(D)90549,PT9962,"RM 538,000.00",-,Belum Dijual,Ya,2026-01-22,2026-01-22 11:47:04
32,30895-1 TAMAN CHENG SETIA,30895 KK FRONTIERS DEVELOPMENT SDN. BHD.,30895-1/10-2027/0836(A)-(L),HS(D)90548,PT9961,"RM 538,000.00",-,Belum Dijual,Ya,2026-01-22,2026-01-22 11:47:04
33,30895-1 TAMAN CHENG SETIA,30895 KK FRONTIERS DEVELOPMENT SDN. BHD.,30895-1/10-2027/0836(A)-(L),HS(D)90547,PT9960,"RM 538,000.00",-,Belum Dijual,Ya,2026-01-22,2026-01-22 11:47:04
34,30895-1 TAMAN CHENG SETIA,30895 KK FRONTIERS DEVELOPMENT SDN. BHD.,30895-1/10-2027/0836(A)-(L),HS(D)90546,PT9959,"RM 538,000.00",-,Belum Dijual,Ya,2026-01-22,2026-01-22 11:47:04
35,30895-1 TAMAN CHENG SETIA,30895 KK FRONTIERS DEVELOPMENT SDN. BHD.,30895-1/10-2027/0836(A)-(L),HS(D)90545,PT9958,"RM 538,000.00",-,Belum Dijual,Ya,2026-01-22,2026-01-22 11:47:04
36,30895-1 TAMAN CHENG SETIA,30895 KK FRONTIERS DEVELOPMENT SDN. BHD.,30895-1/10-2027/0836(A)-(L),HS(D)90544,PT9957,"RM 538,000.00",-,Belum Dijual,Ya,2026-01-22,2026-01-22 11:47:04
37,30895-1 TAMAN CHENG SETIA,30895 KK FRONTIERS DEVELOPMENT SDN. BHD.,30895-1/10-2027/0836(A)-(L),HS(D)90543,PT9956,"RM 538,000.00",-,Belum Dijual,Ya,2026-01-22,2026-01-22 11:47:04
38,30895-1 TAMAN CHENG SETIA,30895 KK FRONTIERS DEVELOPMENT SDN. BHD.,30895-1/10-2027/0836(A)-(L),HS(D)90542,PT9955,"RM 538,000.00",-,Belum Dijual,Ya,2026-01-22,2026-01-22 11:47:04
39,30895-1 TAMAN CHENG SETIA,30895 KK FRONTIERS DEVELOPMENT SDN. BHD.,30895-1/10-2027/0836(A)-(L),HS(D)90541,PT9954,"RM 538,000.00",-,Belum Dijual,Ya,2026-01-22,2026-01-22 11:47:04
40,30895-1 TAMAN CHENG SETIA,30895 KK FRONTIERS DEVELOPMENT SDN. BHD.,30895-1/10-2027/0836(A)-(L),HS(D)90540,PT9953,"RM 538,000.00",-,Belum Dijual,Ya,2026-01-22,2026-01-22 11:47:04
41,30895-1 TAMAN CHENG SETIA,30895 KK FRONTIERS DEVELOPMENT SDN. BHD.,30895-1/10-2027/0836(A)-(L),HS(D)90539,PT9952,"RM 538,000.00",-,Belum Dijual,Ya,2026-01-22,2026-01-22 11:47:04
